47,57
57,13
13,27
27,43
43,61
61,43
43,23
23,43
43,15
15,47
47,4
4,46
46,41
41,25
25,3
3,2
2,58
58,32
32,26
26,45
45,5
5,24
24,60
60,29
29,31
31,27
27,12
12,22
22,31
31,10
10,35
35,10
10,47
47,45
45,4
4,10
10,7
7,57
57,59
59,2
2,37
37,21
21,36
36,36
36,36
36,3
3,54
54,57
57,14
14,59
59,17
17,18
18,24
24,31
31,31
31,46
46,30
30,29
29,27
27,33
33,43
43,46
46,3
3,6
6,5
5,54
54,59
59,7
7,1
1,16
16,38
38,48
48,50
50,32
32,8
8,44
44,46
46,37
37,41
41,58
58,24
24,32
32,28
28,34
34,54
54,11
11,41
41,54
54,59
59,9
9,8
8,24
24,45
45,58
58,48
48,22
22,16
16,8
8,19
19,2
2,41
41,39
39,43
43,14
14,52
52,60
60,38
38,36
36,50
50,56
56,57
57,53
53,37
37,34
34,12
12,31
31,2
2,31
31,50
50,16
16,2
2,15
15,3
3,37
37,34
34,59
59,19
19,44
44,41
41,30
30,50
50,32
32,49
49,8
8,35
35,4
4,47
47,57
57,52
52,35
35,12
12,39
39,38
38,31
31,26
26,26
26,12
12,46
46,4
4,53
53,36
36,61
61,36
36,16
16,10
10,1
1,16
16,5
5,23
23,46
46,50
50,13
13,45
45,28
28,56
56,27
27,41
41,33
33,38
38,60
60,38
38,8
8,16
16,25
25,43
43,39
39,53
53,13
13,50
50,49
49,41
41,15
15,49
49,51
51,36
36,34
34,32
32,5
5,53
53,55
55,49
49,47
47,5
5,54
54,6
6,37
37,36
36,52
52,52
52,60
60,9
9,36
36,24
24,49
49,16
16,6
6,38
38,18
18,46
46,52
52,10
10,29
29,46
46,47
47,35
35,14
14,48
48,2
2,24
24,50
50,44
44,6
6,40
40,57
57,17
17,9
9,46
46,26
26,22
22,39
39,38
38,10
10,4
4,46
46,27
27,61
61,18
18,15
15,26
26,61
61,25
25,52
52,16
16,41
41,44
44,42
42,60
60,33
33,2
2,58
58,8
8,41
41,59
59,25
25,9
9,56
56,42
42,10
10,42
42,14
14,20
20,2
2,9
9,36
36,11
11,41
41,58
58,38
38,28
28,19
19,61
61,59
59,31
31,55
55,10
10,24
24,20
20,41
41,37
37,25
25,34
34,26
26,35
35,61
61,11
11,41
41,40
40,3
3,21
21,9
9,12
12,17
17,7
7,19
19,34
34,38
38,6
6,5
5,50
50,54
54,43
43,3
3,54
54,4
4,27
27,14
14,57
57,5
5,40
40,32
32,26
26,20
20,29
29,21
21,52
52,3
3,11
11,4
4,43
43,49
49,52
52,41
41,32
32,54
54,17
17,29
29,18
18,57
57,7
7,46
46,54
54,42
42,52
52,52
52,53
53,8
8,25
25,46
46,29
29,30
30,33
33,41
41,30
30,6
6,42
42,32
32,28
28,21
21,16
16,33
33,54
54,31
31,6
6,2
2,17
17,49
49,18
18,45
45,35
35,6
6,42
42,41
41,61
61,34
34,54
54,53
53,57
57,24
24,1
1,7
7,60
60,17
17,45
45,21
21,28
28,15
15,49
49,27
27,48
48,19
19,39
39,17
17,2
2,57
57,58
58,2
2,19
19,59
59,1
1,8
8,19
19,55
55,1
1,11
11,3
3,12
12,7
7,4
4,22
22,49
49,58
58,19
19,24
24,11
11,46
46,44
44,14
14,20
20,10
10,31
31,48
48,15
15,34
34,61
61,24
24,27
27,59
59,11
11,11
11,21
21,24
24,49
49,2
2,6
6,36
36,10
10,43
43,10
10,36
36,11
11,24
24,16
16,33
33,12
12,46
46,38
38,36
36,24
24,58
58,14
14,31
31,22
22,7
7,46
46,29
29,28
28,32
32,37
37,20
20,24
24,11
11,49
49,8
8,11
11,42
42,6
6,18
18,33
33,9
9,39
39,21
21,33
33,35
35,4
4,42
42,23
23,7
7,43
43,17
17,8
8,51
51,42
42,24
24,13
13,41
41,18
18,32
32,47
47,30
30,6
6,51
51,35
35,8
8,29
29,55
55,50
50,29
29,50
50,7
7,17
17,60
60,50
50,14
14,40
40,17
17,15
15,14
14,17
17,26
26,1
1,19
19,6
6,26
26,10
10,27
27,28
28,55
55,39
39,51
51,38
38,57
57,41
41,34
34,2
2,39
39,38
38,5
5,3
3,39
39,13
13,61
61,12
12,51
51,14
14,11
11,37
37,29
29,6
6,56
56,14
14,22
22,28
28,8
8,28
28,4
4,48
48,34
34,41
41,50
50,3
3,35
35,32
32,14
14,60
60,59
59,27
27,9
9,59
59,35
35,51
51,17
17,48
48,50
50,49
49,57
57,3
3,47
47,7
7,12
12,39
39,30
30,4
4,33
33,59
59,45
45,19
19,36
36,22
22,35
35,61
61,61
61,17
17,14
14,35
35,27
27,36
36,49
49,40
40,10
10,55
55,26
26,5
5,28
28,30
30,12
12,22
22,52
52,27
27,45
45,51
51,22
22,9
9,34
34,31
31,22
22,15
15,14
14,13
13,9
9,26
26,16
16,17
17,3
3,46
46,11
11,50
50,4
4,19
19,27
27,45
45,38
38,22
22,4
4,9
9,22
22,22
22,53
53,7
7,4
4,26
26,23
23,15
15,14
14,61
61,20
20,20
20,54
54,14
14,55
55,41
41,19
19,20
20,59
59,22
22,50
50,47
47,48
48,8
8,40
40,53
53,29
29,21
21,7
7,44
44,38
38,42
42,11
11,59
59,19
19,45
45,61
61,40
40,19
19,24
24,22
22,15
15,32
32,40
40,61
61,7
7,21
21,59
59,30
30,36
36,30
30,52
52,2
2,10
10,45
45,58
58,7
7,16
16,9
9,54
54,12
12,3
3,31
31,50
50,54
54,31
31,60
60,12
12,52
52,19
19,53
53,31
31,8
8,26
26,13
13,49
49,1
1,39
39,30
30,12
12,6
6,22
22,54
54,40
40,1
1,24
24,28
28,55
55,6
6,10
10,5
5,37
37,46
46,33
33,24
24,25
25,37
37,55
55,13
13,34
34,41
41,33
33,22
22,14
14,24
24,49
49,46
46,18
18,19
19,52
52,1
1,13
13,40
40,31
31,51
51,27
27,57
57,53
53,54
54,61
61,38
38,24
24,42
42,42
42,28
28,37
37,25
25,9
9,38
38,9
9,30
30,25
25,59
59,60
60,48
48,9
9,48
48,52
52,18
18,15
15,17
17,48
48,34
34,31
31,29
29,11
11,15
15,34
34,12
12,38
38,46
46,16
16,11
11,48
48,51
51,44
44,50
50,48
48,13
13,30
30,40
40,9
9,41
41,33
33,53
53,58
58,22
22,30
30,37
37,51
51,33
33,43
43,34
34,41
41,39
39,31
31,54
54,23
23,19
19,4
4,17
17,4
4,53
53,7
7,53
53,31
31,48
48,31
31,26
26,46
46,40
40,2
2,5
5,16
16,47
47,55
55,31
31,26
26,46
46,26
26,60
60,13
13,52
52,23
23,52
52,22
22,57
57,39
39,31
31,3
3,9
9,2
2,2
2,36
36,61
61,29
29,27
27,23
23,6
6,13
13,15
15,35
35,28
28,28
28,56
56,10
10,13
13,44
44,9
9,43
43,13
13,57
57,18
18,25
25,37
37,43
43,26
26,12
12,30
30,22
22,46
46,36
36,29
29,57
57,1
1,33
33,30
30,21
21,18
18,22
22,54
54,11
11,19
19,5
5,59
59,46
46,51
51,23
23,20
20,54
54,22
22,47
47,18
18,24
24,46
46,15
15,54
54,59
59,54
54,15
15,43
43,52
52,32
32,54
54,30
30,36
36,46
46,21
21,59
59,55
55,29
29,39
39,25
