46,42
42,2
2,1
1,30
30,13
13,13
13,2
2,55
55,30
30,10
10,50
50,17
17,29
29,15
15,18
18,31
31,11
11,48
48,36
36,23
23,56
56,21
21,11
11,32
32,43
43,43
43,40
40,36
36,50
50,37
37,3
3,47
47,39
39,37
37,16
16,59
59,60
60,49
49,24
24,30
30,2
2,9
9,9
9,18
18,35
35,31
31,37
37,33
33,8
8,14
14,23
23,28
28,19
19,4
4,58
58,25
25,27
27,21
21,25
25,17
17,26
26,28
28,44
44,37
37,40
40,6
6,18
18,52
52,28
28,47
47,18
18,56
56,26
26,39
39,61
61,24
24,60
60,7
7,52
52,40
40,50
50,51
51,6
6,54
54,55
55,10
10,54
54,11
11,6
6,30
30,25
25,49
49,38
38,1
1,56
56,16
16,57
57,3
3,17
17,13
13,41
41,42
42,18
18,23
23,32
32,8
8,41
41,24
24,20
20,28
28,38
38,23
23,61
61,2
2,12
12,31
31,13
13,20
20,47
47,20
20,12
12,53
53,15
15,50
50,37
37,41
41,61
61,59
59,60
60,33
33,60
60,32
32,11
11,34
34,20
20,29
29,1
1,5
5,13
13,32
32,29
29,55
55,51
51,50
50,54
54,19
19,53
53,50
50,45
45,43
43,3
3,32
32,59
59,13
13,12
12,54
54,20
20,53
53,30
30,40
40,8
8,18
18,7
7,37
37,4
4,39
39,38
38,38
38,2
2,10
10,58
58,23
23,33
33,50
50,35
35,13
13,7
7,5
5,5
5,26
26,27
27,18
18,56
56,41
41,4
4,14
14,42
42,15
15,15
15,60
60,1
1,47
47,20
20,58
58,51
51,33
33,21
21,45
45,31
31,11
11,44
44,61
61,26
26,57
57,26
26,34
34,39
39,44
44,45
45,22
22,45
45,13
13,58
58,14
14,19
19,40
40,60
60,61
61,44
44,39
39,7
7,27
27,46
46,29
29,21
21,25
25,21
21,22
22,35
35,7
7,34
34,20
20,18
18,55
55,3
3,11
11,56
56,40
40,61
61,32
32,31
31,22
22,40
40,12
12,2
2,33
33,20
20,7
7,50
50,25
25,35
35,15
15,10
10,59
59,14
14,29
29,15
15,53
53,21
21,3
3,4
4,54
54,61
61,37
37,12
12,60
60,2
2,41
41,3
3,49
49,19
19,30
30,46
46,6
6,36
36,21
21,25
25,29
29,24
24,56
56,34
34,7
7,56
56,15
15,36
36,37
37,29
29,10
10,7
7,1
1,25
25,14
14,28
28,8
8,36
36,8
8,57
57,33
33,28
28,48
48,50
50,22
22,13
13,54
54,28
28,56
56,27
27,4
4,46
46,4
4,39
39,4
4,23
23,24
24,57
57,10
10,15
15,27
27,42
42,39
39,26
26,53
53,47
47,7
7,31
31,8
8,53
53,53
53,24
24,33
33,37
37,2
2,57
57,48
48,16
16,19
19,5
5,1
1,28
28,25
25,38
38,33
33,34
34,37
37,32
32,4
4,9
9,8
8,17
17,40
40,49
49,3
3,33
33,15
15,44
44,2
2,60
60,58
58,21
21,9
9,32
32,35
35,17
17,20
20,20
20,49
49,58
58,49
49,27
27,33
33,14
14,52
52,60
60,17
17,38
38,32
32,29
29,11
11,36
36,4
4,49
49,9
9,42
42,4
4,25
25,43
43,30
30,11
11,27
27,53
53,46
46,1
1,21
21,48
48,46
46,13
13,9
9,1
1,32
32,31
31,5
5,52
52,13
13,2
2,18
18,20
20,22
22,16
16,8
8,56
56,31
31,19
19,36
36,16
16,8
8,25
25,31
31,31
31,3
3,56
56,34
34,26
26,40
40,13
13,4
4,24
24,20
20,36
36,48
48,22
22,31
31,42
42,56
56,27
27,43
43,39
39,10
10,11
11,17
17,21
21,3
3,58
58,48
48,56
56,53
53,4
4,55
55,10
10,3
3,23
23,34
34,60
60,11
11,35
35,57
57,12
12,9
9,43
43,13
13,33
33,18
18,2
2,52
52,15
15,7
7,29
29,31
31,15
15,19
19,6
6,38
38,48
48,14
14,50
50,32
32,35
35,54
54,54
54,39
39,47
47,58
58,18
18,50
50,31
31,28
28,51
51,60
60,37
37,57
57,18
18,33
33,31
31,55
55,6
6,37
37,12
12,43
43,15
15,30
30,47
47,29
29,23
23,24
24,45
45,53
53,31
31,9
9,48
48,8
8,47
47,59
59,43
43,44
44,12
12,31
31,60
60,31
31,40
40,10
10,57
57,20
20,25
25,23
23,1
1,36
36,9
9,57
57,52
52,9
9,16
16,48
48,19
19,61
61,25
25,42
42,57
57,14
14,11
11,58
58,58
58,58
58,13
13,3
3,12
12,46
46,28
28,29
29,46
46,46
46,12
12,22
22,37
37,7
7,40
40,35
35,4
4,2
2,13
13,35
35,35
35,56
56,11
11,57
57,48
48,43
43,30
30,47
47,43
43,38
38,1
1,5
5,60
60,28
28,27
27,35
35,18
18,28
28,11
11,26
26,4
4,47
47,4
4,24
24,3
3,20
20,16
16,53
53,7
7,40
40,43
43,22
22,29
29,45
45,17
17,31
31,28
28,14
14,22
22,14
14,36
36,48
48,21
21,20
20,2
2,7
7,33
33,34
34,26
26,42
42,42
42,45
45,51
51,15
15,47
47,14
14,53
53,11
11,9
9,32
32,24
24,5
5,48
48,57
57,41
41,24
24,2
2,22
22,61
61,53
53,29
29,61
61,18
18,29
29,18
18,3
3,25
25,21
21,16
16,12
12,33
33,30
30,27
27,50
50,43
43,42
42,45
45,35
35,55
55,51
51,11
11,25
25,44
44,22
22,24
24,10
10,28
28,53
53,54
54,45
45,7
7,32
32,2
2,57
57,18
18,31
31,12
12,46
46,41
41,50
50,44
44,45
45,42
42,38
38,13
13,5
5,22
22,38
38,26
26,4
4,42
42,47
47,38
38,53
53,17
17,23
23,11
11,22
22,33
33,24
24,51
51,45
45,12
12,46
46,60
60,16
16,43
43,58
58,33
33,29
29,12
12,39
39,38
38,52
52,2
2,37
37,49
49,48
48,38
38,50
50,26
26,27
27,39
39,58
58,31
31,38
38,28
28,30
30,13
13,46
46,59
59,5
5,58
58,19
19,31
31,47
47,31
31,56
56,11
11,54
54,36
36,46
46,49
49,37
37,2
2,33
33,21
21,41
41,31
31,54
54,19
19,44
44,25
25,14
14,31
31,49
49,55
55,42
42,40
40,2
2,28
28,2
2,1
1,37
37,13
13,14
14,40
40,35
35,36
36,10
10,48
48,61
61,31
31,59
59,27
27,2
2,53
53,42
42,23
23,37
37,36
36,41
41,39
39,33
33,55
55,32
32,29
29,22
22,12
12,2
2,12
12,16
16,1
1,19
19,19
19,32
32,14
14,18
18,53
53,29
29,32
32,15
15,57
57,41
41,16
16,55
55,29
29,13
13,22
22,46
46,39
39,34
34,29
29,58
58,28
28,23
23,45
45,41
41,51
51,44
44,14
14,51
51,53
53,61
61,40
40,50
50,21
21,28
28,46
46,11
11,20
20,56
56,7
7,31
31,44
44,21
21,37
37,59
59,16
16,24
24,61
61,32
32,9
9,57
57,47
47,45
45,6
6,34
34,29
29,60
60,21
21,22
22,34
34,6
6,14
14,8
8,48
48,19
19,42
42,24
24,13
13,22
22,27
27,31
31,11
11,14
14,20
20,12
12,42
42,6
6,6
6,30
30,36
36,32
32,7
7,22
