50,5
5,36
36,1
1,60
60,24
24,31
31,36
36,26
26,19
19,46
46,26
26,43
43,60
60,61
61,34
34,23
23,60
60,12
12,2
2,42
42,48
48,38
38,52
52,15
15,32
32,28
28,35
35,32
32,20
20,47
47,40
40,45
45,50
50,7
7,52
52,8
8,59
59,24
24,44
44,45
45,8
8,53
53,19
19,57
57,6
6,35
35,56
56,27
27,9
9,49
49,38
38,41
41,17
17,7
7,6
6,32
32,37
37,19
19,7
7,8
8,60
60,34
34,21
21,13
13,28
28,60
60,4
4,52
52,2
2,33
33,48
48,44
44,23
23,50
50,56
56,6
6,8
8,60
60,41
41,37
37,21
21,23
23,12
12,22
22,24
24,13
13,24
24,7
7,39
39,3
3,59
59,37
37,22
22,16
16,32
32,15
15,60
60,8
8,26
26,33
33,28
28,15
15,34
34,51
51,51
51,53
53,9
9,59
59,54
54,47
47,17
17,16
16,21
21,7
7,16
16,41
41,49
49,16
16,21
21,38
38,38
38,40
40,27
27,47
47,37
37,53
53,43
43,48
48,35
35,25
25,42
42,19
19,13
13,58
58,20
20,29
29,14
14,59
59,3
3,41
41,35
35,28
28,5
5,34
34,61
61,54
54,47
47,26
26,4
4,20
20,57
57,54
54,13
13,29
29,58
58,6
6,17
17,21
21,20
20,1
1,40
40,17
17,40
40,20
20,38
38,5
5,55
55,41
41,59
59,22
22,51
51,12
12,57
57,57
57,13
13,28
28,54
54,28
28,5
5,5
5,59
59,32
32,29
29,17
17,22
22,15
15,40
40,49
49,22
22,27
27,49
49,40
40,41
41,3
3,57
57,56
56,56
56,15
15,18
18,35
35,13
13,10
10,61
61,51
51,27
27,46
46,56
56,43
43,57
57,28
28,11
11,13
13,22
22,17
17,60
60,35
35,60
60,41
41,51
51,57
57,30
30,19
19,26
26,28
28,21
21,41
41,3
3,61
61,44
44,33
33,10
10,37
37,20
20,48
48,36
36,6
6,28
28,56
56,61
61,38
38,41
41,28
28,59
59,54
54,30
30,31
31,27
27,10
10,40
40,30
30,42
42,29
29,24
24,3
3,28
28,44
44,14
14,28
28,17
17,29
29,24
24,53
53,23
23,31
31,56
56,59
59,28
28,9
9,36
36,49
49,23
23,54
54,51
51,52
52,16
16,4
4,16
16,60
60,36
36,27
27,25
25,32
32,52
52,50
50,43
43,37
37,56
56,47
47,30
30,21
21,50
50,51
51,8
8,31
31,19
19,26
26,48
48,40
40,31
31,59
59,28
28,46
46,57
57,5
5,14
14,57
57,3
3,11
11,25
25,37
37,38
38,43
43,18
18,33
33,12
12,47
47,25
25,54
54,45
45,18
18,9
9,38
38,13
13,24
24,37
37,33
33,30
30,8
8,51
51,44
44,38
38,46
46,7
7,8
8,15
15,36
36,41
41,33
33,50
50,9
9,19
19,58
58,36
36,54
54,27
27,21
21,46
46,54
54,5
5,11
11,59
59,24
24,39
39,24
24,31
31,11
11,20
20,50
50,23
23,57
57,60
60,45
45,37
37,5
5,19
19,5
5,17
17,36
36,27
27,8
8,3
3,48
48,36
36,27
27,47
47,22
22,19
19,51
51,7
7,45
45,22
22,45
45,38
38,7
7,4
4,7
7,34
34,27
27,61
61,50
50,21
21,58
58,46
46,47
47,11
11,2
2,44
44,19
19,17
17,53
53,29
29,54
54,30
30,25
25,18
18,18
18,15
15,61
61,32
32,50
50,48
48,39
39,55
55,29
29,53
53,31
31,21
21,42
42,18
18,18
18,38
38,34
34,21
21,55
55,10
10,34
34,31
31,16
16,11
11,9
9,43
43,19
19,30
30,5
5,28
28,59
59,30
30,4
4,26
26,55
55,40
40,22
22,16
16,23
23,49
49,50
50,60
60,51
51,53
53,46
46,50
50,53
53,23
23,6
6,40
40,41
41,51
51,18
18,21
21,48
48,41
41,4
4,54
54,9
9,43
43,13
13,15
15,47
47,8
8,19
19,50
50,9
9,36
36,4
4,55
55,2
2,60
60,50
50,60
60,44
44,50
50,32
32,45
45,3
3,32
32,61
61,15
15,31
31,25
25,45
45,4
4,38
38,28
28,24
24,7
7,51
51,17
17,22
22,51
51,21
